,id_cliente,valor_divida_mil,nome_completo,data_nascimento,idade,estado_civil,profissao,renda_mensal,razao_social,capital_social,faturamento_anual_mil,numero_funcionarios,ramo_atuacao_cliente,socios,tempo_inadimplencia_dias,email,telefone,endereco,possui_outras_dividas,possui_protestos,documento,tipo_pessoa,score_ranking_bruto,score_recuperacao
274,1546,101.74,Ana Julia das Neves,1954-12-04,70.0,VIUVO,Profissional de comércio exterior,2490.93,,,,,,,1835,aragaobento@example.org,51 1908 4491,"Loteamento de Cavalcante, 196, Sampaio de Rocha - GO",NAO,NAO,249.150.736-61,pf,0.4656270347445153,0.5029251827102906
275,1547,64.99,Júlia Rios,2002-01-09,23.0,CASADO,Engenheiro de computação,4999.57,,,,,,,1141,xviana@example.com,+55 (061) 5644-9017,"Residencial Cecília Caldeira, 3, Garcia Paulista - MS",SIM,SIM,594.862.713-64,pf,1.0277190619591718,0.5376183583530502
276,1548,23.83,Sra. Larissa Pinto,1976-12-02,48.0,DIVORCIADO,Comandante,4644.01,,,,,,,833,vieiracecilia@example.com,81 2087 1091,"Viela Pires, 91, Aparecida - TO",NAO,SIM,238.071.649-87,pf,4.434930262994719,0.729813678945449
277,1550,223.19,Isabelly Barros,1945-11-28,79.0,VIUVO,Profissional de educação física,1182.31,,,,,,,1743,moraesmanuela@example.org,+55 (081) 3900 9424,"Recanto Costela, 442, Santos - PA",NAO,SIM,468.925.730-29,pf,0.19939839237892354,0.48646277024322976
278,1551,324.94,Rafael Pacheco,1968-04-26,57.0,SOLTEIRO,Boxeador,1073.48,,,,,,,32,maria-helena22@example.org,84 5733-4623,"Recanto Pinto, 8, da Rocha - AL",SIM,SIM,812.095.647-85,pf,0.44880113169883895,0.5018845558050146
279,1553,161.89,Sr. João Vitor Cassiano,2006-03-11,19.0,SOLTEIRO,Gerente de riscos em seguros,4796.61,,,,,,,1736,mateus76@example.net,(051) 0862 2186,"Trevo Bryan Abreu, 394, Leão - ES",NAO,NAO,164.209.783-78,pf,1.0001843250770983,0.5359245975023963
280,1554,14.31,Bella da Cruz,1998-08-28,27.0,CASADO,Policial militar,1218.97,,,,,,,1452,isabelly76@example.net,+55 (061) 4846-8893,"Favela de Monteiro, 593, Fernandes de Rocha - PA",NAO,NAO,421.950.368-42,pf,4.566029641791847,0.7361611398611116
281,1555,425.52,Ester Moraes,1961-07-02,64.0,CASADO,Escriturário,1312.85,,,,,,,1056,mendespedro-miguel@example.com,+55 51 1532 2183,"Condomínio Antonella Campos, 79, da Cruz de Casa Grande - TO",NAO,SIM,673.924.805-29,pf,3.7560399095050108,0.6954502364901284
282,1556,588.2,Catarina Novais,1958-01-22,67.0,DIVORCIADO,Comandante,2178.97,,,,,,,1741,jda-conceicao@example.net,84 6828 9665,"Via Marcelo Marques, 12, Brito de Martins - RS",NAO,SIM,601.829.734-50,pf,-0.4159360753082728,0.4485845331097638
283,1557,17.28,Mathias Cirino,1993-11-29,31.0,DIVORCIADO,Físico,1238.23,,,,,,,979,svasconcelos@example.com,71 7288 5828,"Viela da Cunha, 3, Garcia do Campo - RO",SIM,NAO,364.182.795-73,pf,-0.051566717803468,0.47097041206515244
284,1558,475.87,Alícia Vargas,1994-11-04,30.0,CASADO,Tecelão,4733.31,,,,,,,700,arthur49@example.com,11 1688 8296,"Quadra Farias, 66, Moraes da Prata - RR",SIM,SIM,025.197.863-02,pf,1.1710111388926925,0.5464178894539096
285,1559,151.13,Dr. Gustavo Henrique Silveira,1988-10-23,36.0,DIVORCIADO,Auxiliar de reprografia,1231.49,,,,,,,672,vianaemilly@example.com,0900-778-9588,"Lagoa da Luz, 844, Rodrigues - RS",NAO,NAO,210.359.784-23,pf,4.939014820833107,0.7536888982969944
286,1560,122.16,Davi Luiz Novais,2004-12-21,20.0,CASADO,Geriatra,5777.56,,,,,,,1611,oliviarocha@example.com,+55 61 4999-8266,"Pátio Camargo, 688, Pires - MA",NAO,NAO,298.613.540-42,pf,3.9720157814568116,0.7066472535077571
287,1561,505.66,Júlia Moraes,1947-04-29,78.0,CASADO,Mototaxista,633.77,,,,,,,229,carolinaaragao@example.com,+55 81 3931-9238,"Praça de Farias, 6, Cardoso Alegre - SP",NAO,NAO,687.349.105-57,pf,5.789740277079115,0.7906499441977285
288,1562,28.87,Joaquim Nunes,1988-08-03,37.0,SOLTEIRO,Sacoleira,4101.83,,,,,,,643,jesusemilly@example.com,(081) 1755-5218,"Área de Nogueira, 29, Abreu - AC",NAO,SIM,329.857.406-65,pf,4.320605347029407,0.7242005368392267
289,1563,51.37,Liam Almeida,1973-07-05,52.0,DIVORCIADO,Adestrador de animais,5539.41,,,,,,,1834,teixeiraluiz-miguel@example.net,+55 (031) 4966-2562,"Passarela Lopes, 18, Novaes Paulista - PB",NAO,SIM,321.865.940-05,pf,1.085229361813315,0.5411531796692788
290,1564,1798.66,Vicente Viana,2006-11-05,18.0,DIVORCIADO,Engenheiro acústico,1539.67,,,,,,,830,sampaioluiz-henrique@example.com,+55 (051) 4386-6234,"Viela de Monteiro, 99, Jesus do Galho - SC",SIM,NAO,372.906.841-50,pf,-3.8437106322463572,0.2583815020948652
291,1568,100.84,Benjamin Rios,1994-11-21,30.0,DIVORCIADO,Tradutor,2320.68,,,,,,,271,obarros@example.net,+55 (021) 9780-7898,"Campo Novais, 424, Gonçalves - MG",NAO,SIM,872.016.493-96,pf,6.50132826818882,0.8183025555398488
292,1571,240.94,Dr. Kaique Pastor,1957-11-11,67.0,VIUVO,Ufólogo,3106.32,,,,,,,1810,carolinegomes@example.com,0900 934 3367,"Lago de Aragão, 3, Moraes da Prata - RR",SIM,NAO,960.238.475-10,pf,-4.234827618215199,0.24027776872785048
293,1574,35.72,Henry Alves,1985-06-08,40.0,CASADO,Quitandeiro,1256.87,,,,,,,1167,joao-felipe57@example.com,+55 (021) 7386-6127,"Lago de Sampaio, 227, Gomes Paulista - PA",SIM,NAO,743.916.802-03,pf,0.5622565766816625,0.5089006363286372
294,1578,13.21,Srta. Liz Cunha,2004-10-21,20.0,CASADO,Fiscal,1885.26,,,,,,,1534,pcavalcanti@example.com,21 9157-2418,"Pátio de Vasconcelos, Freitas da Serra - MG",SIM,SIM,682.195.073-30,pf,-0.0018535492942293175,0.47403577216102555
295,1579,114.7,Dr. Ravi Lucca Martins,1972-11-27,52.0,DIVORCIADO,Astrônomo,2043.99,,,,,,,569,caleberios@example.org,+55 (011) 5933 5091,"Parque Eloah Pimenta, 302, Sá - SC",SIM,SIM,138.597.624-19,pf,0.42766713929974465,0.5005774656638056
296,1580,2469.84,João Felipe Andrade,1960-01-06,65.0,SOLTEIRO,Obstetra,7485.09,,,,,,,976,ramosana-livia@example.org,(051) 7041-3171,"Lagoa Jesus, 19, Freitas - SC",NAO,NAO,908.735.421-50,pf,-3.81379309928628,0.25980229237105273
297,1581,42.66,Davi Lucca Mendonça,1962-09-27,62.0,DIVORCIADO,Zootecnista,2564.02,,,,,,,1313,nicole03@example.net,0800 372 8955,"Lago de da Paz, 77, Pacheco - TO",SIM,NAO,561.038.429-05,pf,-2.0120627058899867,0.3540551432624593
298,1582,504.45,Rafael Ramos,1961-04-14,64.0,VIUVO,Cortador de cana-de-açucar,3508.79,,,,,,,675,da-conceicaocecilia@example.org,+55 (061) 4181-8654,"Loteamento de Jesus, Sales de Goiás - AL",SIM,NAO,581.697.032-12,pf,-1.2417409757930422,0.3987468032803341
299,1586,66.95,Emanuelly Cunha,1960-11-27,64.0,VIUVO,Gestor público,2860.03,,,,,,,42,silvaleandro@example.com,+55 51 7921 3104,"Setor Alice Pimenta, 21, Casa Grande - SE",SIM,NAO,184.325.970-23,pf,1.8965255176603364,0.5904182554327629
300,1588,1291.44,Marcelo Carvalho,1991-07-15,34.0,VIUVO,Engenheiro químico,3003.57,,,,,,,117,diasluiz-miguel@example.com,+55 51 7150 4551,"Lagoa de Sousa, 207, Cavalcanti - PA",NAO,NAO,278.014.965-58,pf,3.7966068837593454,0.6975716685057161
301,1592,608.18,Bryan da Paz,1953-07-13,72.0,SOLTEIRO,Profissional de manutenção industrial,2711.34,,,,,,,602,ibarbosa@example.org,21 1646 0571,"Passarela de Monteiro, 45, da Mata - AP",SIM,NAO,624.951.378-73,pf,-2.49524249483276,0.32721758723222644
302,1593,1538.1,Maria Laura Camargo,2000-04-07,25.0,DIVORCIADO,Carpinteiro,1804.75,,,,,,,317,leonardopeixoto@example.org,+55 (021) 7334-8754,"Vale Heloísa Cavalcante, 40, Cirino da Mata - TO",SIM,NAO,170.864.259-58,pf,-1.7328831477792281,0.37000520503567275
303,1599,671.51,Sr. Yan Teixeira,1980-08-08,45.0,VIUVO,Produtor editorial,2518.59,,,,,,,46,britosofia@example.com,+55 41 1306 6673,"Condomínio Luísa Guerra, 5, Sousa das Flores - RN",NAO,SIM,374.568.921-64,pf,5.330563920903774,0.7712266790330159
304,1600,5.74,Luna Viana,1960-04-21,65.0,SOLTEIRO,Dedetizador,3056.55,,,,,,,1020,diasoliver@example.net,(061) 7586-7102,"Fazenda Oliver Sales, 13, Barros - RS",SIM,SIM,681.307.259-59,pf,-2.0694152244498136,0.35081697022439534
305,1604,509.84,Thales Pinto,1958-05-16,67.0,DIVORCIADO,Pastilheiro,804.14,,,,,,,764,aragaovicente@example.org,0500 038 5029,"Esplanada Almeida, 677, Souza - PA",NAO,NAO,859.724.063-65,pf,2.881424178946181,0.6477928377618519
306,1605,200.32,Pietro Pacheco,2006-10-27,18.0,CASADO,Investigador de Polícia,2777.71,,,,,,,775,siqueiraguilherme@example.com,+55 (081) 6747-3358,"Estrada de Porto, 81, Almeida do Oeste - RR",NAO,SIM,567.123.948-64,pf,6.4712987469261956,0.8171953603584047
307,1607,191.85,André Cavalcanti,1954-12-06,70.0,SOLTEIRO,Engenheiro físico,3262.12,,,,,,,442,pedro-henrique10@example.org,21 3009-5694,"Estrada Emanuella da Paz, 69, Mendonça de Teixeira - RO",NAO,NAO,657.290.413-06,pf,3.644087422098548,0.6895526495912979
308,1608,247.63,Vitor Gabriel Alves,1946-01-10,79.0,DIVORCIADO,Podólogo,7415.01,,,,,,,240,anthony61@example.com,(021) 7108-7420,"Estrada de Lopes, 5, Cardoso - AL",NAO,NAO,695.074.218-58,pf,4.896381678079596,0.7517256742076462
309,1610,57.27,Ana Liz Machado,2004-07-18,21.0,SOLTEIRO,Ortopedista,7215.86,,,,,,,1155,amandacarvalho@example.org,+55 84 7320 3364,"Loteamento de Lopes, 7, Oliveira Grande - SE",SIM,NAO,630.472.598-10,pf,-1.4426280185021665,0.3868939052224553
310,1611,773.64,Erick da Rosa,1976-03-07,49.0,CASADO,Auxiliar de serviços gerais,4452.08,,,,,,,872,maria-luisacunha@example.com,+55 71 8174 6935,"Favela Lorena Lopes, 4, Pinto Verde - RJ",NAO,NAO,768.314.059-75,pf,3.8418827888671117,0.6999294348011823
311,1612,684.62,Luiz Gustavo Monteiro,1989-06-17,36.0,CASADO,Comprador,3861.85,,,,,,,930,silveiracaue@example.com,+55 (021) 8320 1716,"Feira de Correia, 536, Pereira da Prata - MS",SIM,SIM,052.978.164-67,pf,-0.260233029133772,0.45813037834112985
312,1615,155.17,Vitor Silva,1946-10-30,78.0,CASADO,Corretor de seguros,2296.51,,,,,,,1871,yuri62@example.com,0300 197 0384,"Passarela da Luz, 4, Porto - ES",SIM,NAO,327.594.801-60,pf,-3.0027871398707227,0.3001971033471281
313,1617,3.03,Mateus Camargo,1964-10-02,60.0,VIUVO,Tecnólogo em navegação fluvial,3322.76,,,,,,,1908,casa-grandethomas@example.org,+55 21 6598 4550,"Residencial de Peixoto, 63, Nascimento - ES",SIM,SIM,639.485.012-89,pf,-3.7398832126951653,0.2633339578886531
314,1618,31.39,Isabella Costa,2004-10-18,20.0,CASADO,Luthier,544.38,,,,,,,585,julia22@example.org,(084) 2236-0322,"Travessa Campos, 86, Melo do Oeste - ES",NAO,NAO,410.358.962-06,pf,7.45671932079403,0.8508452605300425
315,1619,132.32,Maria Isis Nascimento,1966-09-01,59.0,CASADO,Chargista,36068.93,,,,,,,194,ncamara@example.net,71 8987 1583,"Via Stephany Marques, 87, Caldeira - RN",SIM,SIM,518.329.706-12,pf,2.8807412973531807,0.6477542919286647
316,1621,192.82,Bruno Barros,1969-01-06,56.0,SOLTEIRO,Embalsamador,1292.67,,,,,,,415,ssantos@example.org,(041) 7151-6424,"Avenida Sousa, 71, da Mata Alegre - AL",SIM,NAO,186.259.734-00,pf,-0.3949564829599863,0.44986870181477756
317,1626,130.29,Raul Lima,1963-12-21,61.0,DIVORCIADO,Cientista de alimentos,960.75,,,,,,,50,vitor-hugoferreira@example.com,(081) 4240-5202,"Condomínio de Ferreira, 75, Brito de Ribeiro - RJ",NAO,SIM,582.691.073-95,pf,6.288083519368483,0.8103266472110251
318,1627,100.37,Marina Barbosa,2002-07-16,23.0,DIVORCIADO,Guarda ou policial rodoviário,6728.26,,,,,,,633,guilherme84@example.com,0900 811 3852,"Feira da Conceição, 14, Novais de Montenegro - MA",SIM,SIM,598.620.173-68,pf,1.0449972547926079,0.5386807615354391
319,1628,42.82,Murilo Santos,1949-10-31,75.0,VIUVO,Assistente administrativo,2810.41,,,,,,,123,ocavalcante@example.com,(051) 9158-6311,"Vila Moraes, 138, Montenegro Paulista - SP",SIM,NAO,360.512.498-42,pf,1.4055315018620336,0.5607549046727324
320,1629,1132.24,Sr. Theodoro Cirino,1997-10-28,27.0,DIVORCIADO,Despachante,2427.7,,,,,,,381,isadora08@example.net,+55 (031) 3165-5580,"Condomínio Maya Gomes, 6, Vasconcelos da Mata - PI",SIM,NAO,459.187.320-04,pf,-0.9381174248782203,0.41688469958180707
321,1633,461.8,Sra. Maria Sophia Silveira,1968-05-25,57.0,SOLTEIRO,Digitador,952.62,,,,,,,1828,esa@example.com,0800 001 0148,"Sítio Oliveira, 88, Campos dos Dourados - GO",NAO,NAO,801.673.542-80,pf,-1.0940507278196763,0.4075381310713547
322,1634,71.92,Isabel Andrade,1976-01-27,49.0,SOLTEIRO,Engenheiro de petróleo,4515.34,,,,,,,1959,mathias50@example.net,71 3016-4706,"Distrito Ravy Montenegro, 56, Ramos do Norte - PA",NAO,SIM,540.813.279-04,pf,-0.2829190118399616,0.45673746155053496
323,1637,112.07,Miguel Freitas,1973-08-11,52.0,SOLTEIRO,Jogador de handebol,1892.09,,,,,,,988,da-motadante@example.com,84 6232 6178,"Praça Souza, 1, da Rosa de Almeida - AP",NAO,SIM,469.358.701-00,pf,2.60742434379203,0.6321766020247681
324,1638,81.15,Dr. Pedro Lucas Mendes,1970-01-20,55.0,SOLTEIRO,Revendedor,1053.33,,,,,,,722,acorreia@example.org,(084) 9145-2622,"Trevo Raquel Nunes, 87, Castro do Sul - RO",NAO,NAO,478.102.963-96,pf,3.4490132782460377,0.6791283226146173
325,1644,80.1,Valentim Cunha,1998-01-09,27.0,DIVORCIADO,Cenógrafo,549.28,,,,,,,1356,joao-gabrielmarques@example.org,+55 (051) 3049 6236,"Feira Eduardo Borges, 53, Albuquerque - RS",SIM,NAO,192.453.807-50,pf,-1.3003611728302897,0.3952750895934411
326,1646,156.94,Esther Gomes,1992-10-29,32.0,CASADO,Mestre-de-obras,1548.89,,,,,,,128,estherguerra@example.net,+55 71 7163 2038,"Praia de Azevedo, 558, Ramos - AP",NAO,NAO,056.721.493-16,pf,8.254906118427444,0.8742105278570933
327,1648,185.39,Davi Luiz Cassiano,1981-10-17,43.0,DIVORCIADO,Soldador,20930.18,,,,,,,215,cunhatheo@example.com,+55 71 1990 7052,"Área Ramos, 5, Viana Grande - RO",NAO,NAO,915.280.763-03,pf,6.108690100678519,0.8034113567297672
328,1650,60.0,Eduarda Araújo,1980-06-18,45.0,VIUVO,Assessor de imprensa,4619.84,,,,,,,1546,ccorreia@example.net,+55 71 3175 7569,"Rodovia Andrade, 230, Novaes da Serra - TO",NAO,NAO,932.567.408-47,pf,2.164002278229999,0.6063192795849881
329,1657,47.12,Kevin Araújo,1972-01-27,53.0,CASADO,Manicure,2034.17,,,,,,,360,saraguerra@example.net,(041) 4681 2116,"Vale de das Neves, 99, Nogueira de Alves - RN",NAO,NAO,625.748.910-58,pf,7.237694191293267,0.8438372322008689
330,1660,55.32,Luiza Martins,1998-12-08,26.0,CASADO,Salgadeira,1691.11,,,,,,,759,sophie12@example.org,0300-077-6404,"Loteamento Caldeira, 94, Aragão - MT",NAO,NAO,874.963.520-47,pf,6.6816507700900285,0.8248414610353596
331,1661,142.74,Valentina Santos,2005-02-02,20.0,CASADO,Major,7492.96,,,,,,,502,laiscamara@example.net,(031) 3625-3110,"Viaduto Sabrina Alves, 10, Freitas - RS",SIM,SIM,302.461.875-90,pf,2.9311227997916136,0.6505929253319012
332,1662,293.24,Bento Garcia,1976-06-20,49.0,VIUVO,Assessor de imprensa,2145.91,,,,,,,1367,eloahribeiro@example.com,31 5648 9418,"Rodovia Julia Costela, 46, Andrade - MA",SIM,NAO,401.938.526-24,pf,-2.4813101742900523,0.3279768286211579
333,1663,527.63,Srta. Eloá Mendes,1962-01-20,63.0,CASADO,Artesão,1617.88,,,,,,,1190,da-motabernardo@example.com,(041) 5220 6806,"Viela Siqueira, 918, Sá Alegre - AC",NAO,NAO,968.153.074-84,pf,3.094096031331768,0.6597016333925597
334,1665,77.39,Renan da Cunha,1948-04-15,77.0,VIUVO,Aeroviário,4319.2,,,,,,,1312,marcela70@example.net,+55 (031) 3043 2548,"Feira Sales, 60, Leão de Borges - CE",NAO,NAO,231.045.697-70,pf,1.9961781471328583,0.5963664755905114
335,1666,2374.08,Dra. Eloá Freitas,1954-05-12,71.0,SOLTEIRO,Contatólogo,2699.6,,,,,,,218,lcosta@example.com,71 8596 8291,"Setor Cunha, 60, Garcia de Minas - MA",SIM,NAO,714.263.508-80,pf,-5.826951868960611,0.17580421278550637
336,1667,403.09,Melina da Mota,1960-11-17,64.0,VIUVO,Astrólogo,3790.5,,,,,,,444,portopedro-henrique@example.org,(081) 8744 4900,"Vale de Cavalcante, 4, Aragão Alegre - AL",NAO,NAO,680.524.731-44,pf,4.252474934952851,0.7208213354246352
337,1669,97.8,Mariane Cunha,1946-01-06,79.0,VIUVO,Clap loader,1946.73,,,,,,,664,fariasalice@example.com,+55 84 8350-3620,"Loteamento Camargo, Monteiro de Minas - PR",SIM,NAO,706.549.138-20,pf,-0.558346624048073,0.43988649232509885
338,1670,38.74,Ana Luiza Lopes,1968-10-24,56.0,CASADO,Flanelinha,5204.0,,,,,,,1322,cmoraes@example.net,+55 51 7771 2098,"Favela da Conceição, 416, Ferreira de Porto - PB",NAO,SIM,603.724.159-70,pf,4.131568619629808,0.7147624718832079
339,1672,210.66,Maria Julia Mendonça,2004-12-28,20.0,VIUVO,Jornaleiro,3371.52,,,,,,,1365,larissa48@example.com,61 0560 8433,"Estrada Ravi da Conceição, 91, Aragão - SE",SIM,SIM,721.954.863-09,pf,-1.4781299144218512,0.3848126184305386
340,1678,2418.2,Ravi da Mota,1960-04-18,65.0,CASADO,Funileiro,3037.71,,,,,,,1585,ocampos@example.org,61 2054 0912,"Viela Valentina Novaes, Mendes - MG",NAO,NAO,673.125.049-06,pf,-3.1088336570210044,0.2947147103501158
341,1679,483.81,Ian Câmara,1968-03-15,57.0,CASADO,Vigia parlamentar,1325.64,,,,,,,1967,rafael61@example.org,(031) 6228 5176,"Quadra de Vargas, 58, Macedo - TO",SIM,NAO,524.089.671-20,pf,-3.5913125952086378,0.27052583615642006
342,1682,36.25,Ana Julia Alves,1971-11-17,53.0,CASADO,Lixeiro/Coletor de lixo,3689.56,,,,,,,36,ujesus@example.net,+55 (021) 6647 5634,"Vereda Cavalcanti, 54, Gomes - MT",NAO,NAO,620.981.453-06,pf,8.292027493476311,0.8752169455722533
343,1689,131.84,Brenda Aragão,1997-04-12,28.0,VIUVO,Profissional de linguística,2003.1,,,,,,,1856,gabriela05@example.com,0800-426-7823,"Jardim Marques, Nogueira - MA",SIM,NAO,760.153.492-80,pf,-3.0449999961858456,0.298007806485319
344,1690,772.41,Henrique Leão,1992-05-19,33.0,VIUVO,Afiador de ferramentas,9200.27,,,,,,,1642,tfreitas@example.com,+55 41 2093-0166,"Área de Vargas, 54, Sá - AC",SIM,NAO,742.109.365-61,pf,-4.161725555359023,0.24359455692565968
345,1695,14.58,Maria Fernanda Barros,1960-04-07,65.0,DIVORCIADO,Fundidor de placa de gesso,4213.71,,,,,,,1392,ana-liviamendes@example.com,+55 11 5500-2948,"Esplanada de Silva, 526, Viana das Pedras - RR",SIM,NAO,182.460.397-50,pf,-2.2705149590217104,0.3395723238985417
346,1696,3460.66,Mariah da Conceição,1952-02-07,73.0,VIUVO,Toxicologista,3246.79,,,,,,,1500,enzo-gabriel77@example.com,+55 61 2386-9765,"Colônia Bruno Alves, 5, Santos - GO",SIM,SIM,391.702.648-13,pf,-11.756293078666896,0.04689058352611447
347,1697,496.46,Olivia Lopes,2007-08-25,18.0,DIVORCIADO,Borracheiro,1982.14,,,,,,,697,ida-rocha@example.com,+55 (061) 4367-1841,"Alameda Paulo Farias, 614, Barros das Flores - TO",SIM,SIM,028.543.719-41,pf,-0.04886852812779985,0.471136730858449
348,1698,1584.64,João Gabriel Fogaça,1968-11-19,56.0,VIUVO,Penhorista,752.0,,,,,,,331,francisco89@example.net,81 4495-4863,"Estrada da Rocha, 705, Alves - SE",SIM,NAO,187.206.943-69,pf,-2.734694629992804,0.31431227344179813
349,1702,177.82,Lara Santos,1998-10-06,26.0,CASADO,Astrólogo,1427.87,,,,,,,161,luiz-feliperios@example.com,(084) 7467-5323,"Lago Garcia, 94, Alves de Farias - MA",NAO,SIM,821.034.569-98,pf,8.258275404106175,0.8743021603617942
350,1706,92.22,Maria Luiza Mendes,1998-10-31,26.0,VIUVO,Técnico em edificações,1732.44,,,,,,,1078,fernandoda-mata@example.org,+55 31 5976 8223,"Distrito de Porto, Cunha - MS",NAO,NAO,389.401.276-50,pf,4.075717638918308,0.7119371379574729
351,1708,504.5,Maria Fernanda Mendonça,1962-03-26,63.0,CASADO,Mestre cervejeiro,9730.89,,,,,,,1690,jose-miguelmendonca@example.com,81 2795-6162,"Vale Ana Júlia Mendonça, 93, Marques - RN",NAO,NAO,142.637.598-00,pf,1.5704194004202958,0.5707761245837767
352,1712,131.53,Lara Machado,1949-10-05,75.0,CASADO,Engenheiro de processos,3834.84,,,,,,,1380,duartelavinia@example.com,84 3146-5060,"Travessa Câmara, 73, da Cruz da Prata - RN",NAO,SIM,084.697.351-01,pf,3.1945418577651834,0.6652579096525884
353,1716,76.67,Lucca Silva,1978-03-30,47.0,SOLTEIRO,Flautista,2326.7,,,,,,,1369,caldeiraesther@example.com,+55 (031) 7563-4461,"Setor Almeida, 657, Guerra - MG",SIM,SIM,935.261.487-91,pf,-2.8725839568768756,0.3070072587313247
354,1718,17.22,Sr. Leonardo Câmara,1956-11-22,68.0,CASADO,Lancheiro,2426.63,,,,,,,301,matheus62@example.com,(084) 3886-4639,"Distrito Monteiro, 33, Novaes Grande - MG",SIM,SIM,796.254.380-92,pf,2.597069277310948,0.6315807143995147
355,1720,2013.27,Emanuelly da Rocha,1957-07-27,68.0,CASADO,Gestor ambiental,2815.98,,,,,,,356,maria-lauracavalcanti@example.com,+55 (084) 9670-7718,"Viela de das Neves, 64, Campos - MA",SIM,SIM,018.374.965-01,pf,-2.7482859067232894,0.3135880653769816
356,1721,764.27,Maria Eduarda Macedo,1999-07-13,26.0,SOLTEIRO,Ginasta rítmica,2340.99,,,,,,,108,cunhabrayan@example.org,(051) 7196-8320,"Praia Letícia Casa Grande, 51, Cunha - MS",NAO,NAO,310.764.528-17,pf,4.406823129487902,0.7284403594483533
357,1723,56.33,Diego Guerra,1949-06-24,76.0,VIUVO,Cerimonialista,1382.68,,,,,,,1847,lorena36@example.net,41 5893 7626,"Vereda de Nogueira, 98, Correia - SC",SIM,SIM,245.706.198-94,pf,-4.11671642112834,0.245652090622248
358,1724,298.63,Mariah Peixoto,1974-07-14,51.0,CASADO,Patologista oral,10384.73,,,,,,,1812,luaramarques@example.org,+55 41 9066 4216,"Conjunto da Rocha, 76, da Conceição - AP",NAO,SIM,386.479.215-00,pf,2.041328946978578,0.5990523210773788
359,1726,104.62,Srta. Maria Luiza Pinto,1971-06-22,54.0,DIVORCIADO,Arqueólogo,5700.69,,,,,,,300,lmoraes@example.org,(084) 3338-6912,"Recanto de Novaes, Moraes - SP",SIM,NAO,029.674.813-78,pf,1.2517643248957957,0.5513645303082315
360,1727,237.28,Kevin Caldeira,1974-11-01,50.0,SOLTEIRO,Porteiro,2834.46,,,,,,,1950,antonellanovaes@example.com,81 1316-3874,"Praia de Mendonça, 26, da Costa - PR",SIM,NAO,264.970.158-76,pf,-5.20980851794903,0.19903119895553043
361,1728,6484.91,Laura Montenegro,1951-06-10,74.0,DIVORCIADO,Técnico em óptica,509.77,,,,,,,734,fernanda69@example.org,84 3331-0570,"Aeroporto Mariana Barros, Vasconcelos - RS",NAO,SIM,128.795.604-11,pf,-12.692128636931557,0.037563628241334024
362,1730,69.18,João Guilherme Sampaio,1967-07-20,58.0,DIVORCIADO,Lenhador,18600.14,,,,,,,1732,isaaccastro@example.org,11 8568 4306,"Alameda Ribeiro, 48, Brito - DF",NAO,SIM,752.801.439-79,pf,1.200162760340877,0.5482047191586741
363,1732,804.35,Guilherme Melo,1984-02-29,41.0,CASADO,Radialista programador,5183.93,,,,,,,311,ebrito@example.org,+55 (041) 8707-9355,"Feira de Peixoto, Vieira - GO",NAO,SIM,625.841.037-53,pf,5.755095188049252,0.7892277252997707
364,1734,311.27,Heitor Rezende,1981-03-09,44.0,CASADO,Engenheiro de segurança do trabalho,13153.21,,,,,,,349,lizpastor@example.org,(061) 2508 4237,"Feira Carvalho, 50, Aragão - MT",NAO,NAO,962.873.401-69,pf,6.831171843999716,0.83012171426789
365,1735,212.0,Calebe Alves,1990-05-01,35.0,SOLTEIRO,Contabilista,4053.61,,,,,,,374,piresolivia@example.org,+55 61 7528-3451,"Residencial de Viana, 35, Aparecida de Goiás - TO",NAO,NAO,847.069.231-31,pf,4.752141167888443,0.7450061654311724
366,1736,184.63,Pedro Miguel Caldeira,1975-06-05,50.0,DIVORCIADO,Mecanógrafo,1550.99,,,,,,,1313,bda-cruz@example.net,+55 (041) 5273 5069,"Parque Araújo, 44, Melo - SP",NAO,NAO,061.954.237-34,pf,2.4440973198752465,0.6227318851737704
367,1737,84.23,Sofia Duarte,1983-06-21,42.0,VIUVO,Arquiteto,10084.2,,,,,,,600,borgesana-julia@example.net,0800-518-0178,"Morro João Pedro Dias, 97, Pacheco do Campo - RS",SIM,SIM,162.489.530-15,pf,0.6783901324356685,0.5160786791244378
368,1738,1245.34,Jade Souza,2001-03-31,24.0,DIVORCIADO,Engenheiro de telecomunicações,19758.9,,,,,,,1376,henrique91@example.net,31 7861 0019,"Rua Mendes, Garcia do Sul - CE",NAO,NAO,479.582.301-41,pf,0.19850224657064253,0.48640738605706313
369,1741,38.46,Apollo Vargas,1962-02-08,63.0,DIVORCIADO,Levantador de peso,984.06,,,,,,,1352,hadassarezende@example.org,+55 (031) 0757 8850,"Quadra de Borges, Cirino do Sul - SC",SIM,NAO,072.961.845-58,pf,-2.1516993019311488,0.34619509109710334
370,1745,186.43,Maria Santos,2005-09-15,19.0,VIUVO,Marceneiro,1433.21,,,,,,,886,camilacaldeira@example.com,+55 (021) 8728 3753,"Feira de Cassiano, Araújo da Prata - SC",SIM,NAO,680.714.293-50,pf,0.12872767887087555,0.4820962643881233
