id_cliente,valor_divida_mil,nome_completo,data_nascimento,idade,estado_civil,profissao,renda_mensal,razao_social,capital_social,faturamento_anual_mil,numero_funcionarios,ramo_atuacao_cliente,socios,tempo_inadimplencia_dias,email,telefone,endereco,possui_outras_dividas,possui_protestos,documento
1645,1047.27,,,,,,,Castro Mendonça e Filhos,2907393.5,28.87852,186.0,SERVICOS,"Julia Rezende, Dr. Miguel Viana, Ana Laura Teixeira, José Pedro Aparecida",1975,maria-juliagoncalves@example.org,(051) 8721 9451,"Morro Vieira, 68, Moura - TO",NAO,NAO,89.503.714/0001-26
1646,81.01,Laura Azevedo,1947-03-05,78.0,DIVORCIADO,Tosador,1751.4,,,,,,,1562,daviazevedo@example.com,+55 71 2533 6809,"Morro Rezende, 19, Rios - PB",NAO,NAO,035.261.847-71
1647,279.55,,,,,,,Silveira e Filhos,478146.37,110.26505,175.0,INDUSTRIA,"Manuella Nascimento, Emanuelly Marques, Gabriel Marques",1963,jborges@example.net,0800 045 5236,"Praia da Cruz, 47, Camargo de Goiás - AC",SIM,NAO,03.849.512/0001-15
1648,155.04,Srta. Luna Rezende,1967-07-27,58.0,DIVORCIADO,Vereador,1863.43,,,,,,,726,da-costacecilia@example.net,0800 328 6515,"Área de Sales, 611, Rios do Amparo - RS",SIM,NAO,750.381.269-95
1649,81.7,Eduardo Pacheco,1962-02-26,63.0,SOLTEIRO,Tecnólogo em produção moveleira,1714.63,,,,,,,344,mpereira@example.org,84 7646-4738,"Chácara Fernanda da Cunha, 16, Cavalcante Alegre - RJ",NAO,SIM,426.507.831-17
1650,169.48,Vicente Vieira,1977-10-02,47.0,SOLTEIRO,Técnico em taquigrafia,6109.12,,,,,,,87,maria-luisada-luz@example.net,(041) 4885 9137,"Rua de Marques, Sousa das Pedras - PR",SIM,NAO,207.916.358-21
1651,159.31,,,,,,,Santos,1864100.39,569.96624,169.0,TECNOLOGIA,"Dra. Isabella Casa Grande, Zoe Ferreira, Sra. Sarah Cavalcante, Thomas Martins",1887,cirinoluna@example.com,+55 51 4760 2430,"Recanto Pereira, 851, Almeida Paulista - SC",SIM,NAO,12.496.085/0001-20
1652,867.8,,,,,,,da Mata,1976827.1,161.3317,497.0,SERVICOS,"Maria Cecília Mendes, Esther Mendonça, Gustavo Costela, Alice Costa",1605,obarbosa@example.org,0900-196-3905,"Esplanada da Cruz, 21, Moura do Galho - RJ",NAO,SIM,02.917.368/0001-44
1653,855.57,Helena da Cruz,1985-02-09,40.0,VIUVO,Espeleologista,11456.78,,,,,,,1367,ana-laura85@example.org,(084) 2917-7452,"Vale de Gomes, 87, Almeida - RN",SIM,SIM,062.387.194-78
1654,309.65,,,,,,,Araújo Campos - ME,4951493.93,43.746050000000004,80.0,VAREJO,"Ana Júlia Cirino, Bruno Garcia, Henry Oliveira",1234,kamillybrito@example.com,(084) 5496 9844,"Núcleo Barbosa, 6, da Cruz - CE",NAO,SIM,23.641.985/0001-30
1655,1523.87,Henry Gabriel Aparecida,1958-12-06,66.0,DIVORCIADO,Odontologista preventivo e social,2567.33,,,,,,,1082,lopescecilia@example.org,(031) 3497-8777,"Setor Castro, 83, da Rocha - AC",SIM,NAO,701.253.469-99
1656,561.63,Caio Santos,1960-04-03,65.0,SOLTEIRO,Despachante,1531.79,,,,,,,1146,emanuellysantos@example.com,61 4352-1967,"Chácara de Sales, 39, da Mata de Minas - CE",SIM,SIM,132.548.670-17
1657,109.24,Dra. Antonella Pinto,1985-11-04,39.0,SOLTEIRO,Espeleologista,4678.93,,,,,,,1006,alice33@example.org,(084) 3601-2085,"Estrada Stella Rodrigues, 4, Mendonça - PE",NAO,NAO,190.372.586-03
1658,389.42,,,,,,,Campos Azevedo Ltda.,698744.31,151.09597,362.0,TECNOLOGIA,"Dr. Oliver Mendonça, Aurora Pacheco, Nina Gonçalves",1149,bernardo29@example.org,(061) 9001 4158,"Favela Nina Castro, 4, Garcia - SE",NAO,NAO,46.713.598/0001-67
1659,2918.04,,,,,,,Dias,2517172.69,28.6722,412.0,SERVICOS,"Maria Flor Pacheco, Beatriz Farias, Cauê Pimenta",797,beniciocosta@example.org,84 3120-3706,"Quadra Antonella Nunes, 97, Costa - MG",NAO,SIM,47.316.892/0001-06
1660,112.05,,,,,,,Teixeira,1546181.57,154.55445,321.0,INDUSTRIA,"Sra. Ana Júlia das Neves, Arthur Gabriel Mendonça, Elisa Borges, Joana Nascimento",1303,goncalvesluigi@example.org,+55 61 6275 1983,"Vila Câmara, 5, Pimenta de Moraes - TO",SIM,NAO,61.954.820/0001-07
1661,5131.27,,,,,,,Rodrigues,3093240.57,53.694019999999995,131.0,AGRONEGOCIO,"Dra. Milena Câmara, Otto Leão, Lucca Porto, Heloisa Nascimento",831,maysacastro@example.com,+55 (021) 5743-4631,"Aeroporto de Fernandes, 433, Lima Grande - PE",NAO,SIM,35.864.721/0001-24
1662,308.1,Srta. Maria Luiza da Mota,1968-10-24,56.0,DIVORCIADO,Cadista,1077.84,,,,,,,1865,das-nevesalana@example.com,(031) 9250 3184,"Residencial Sales, Gomes - AL",NAO,SIM,269.087.134-31
1663,966.52,,,,,,,da Costa Macedo e Filhos,4959864.15,465.82863000000003,140.0,TECNOLOGIA,"Luara Cardoso, Otávio Pimenta",374,sabrina53@example.org,+55 (061) 3211 9291,"Chácara Lívia das Neves, 85, Lopes de Pires - TO",SIM,NAO,34.512.096/0001-99
1664,1007.48,Luiz Henrique das Neves,2001-09-25,23.0,VIUVO,Biblioteconomista,1191.66,,,,,,,1104,garcialuiz-otavio@example.org,(084) 1869 8236,"Estrada Maria Sophia Dias, 57, Sampaio do Norte - ES",SIM,SIM,542.031.986-15
1665,76.67,Ana Júlia Silva,2001-09-16,23.0,VIUVO,Cientista político,2709.78,,,,,,,1993,rael15@example.com,+55 (021) 2040 5318,"Fazenda de Cirino, 7, Brito - RR",NAO,NAO,135.274.806-17
1666,40.96,Samuel Rodrigues,1957-01-23,68.0,DIVORCIADO,Telefonista,2075.49,,,,,,,432,ana-laura17@example.com,(021) 9602 5972,"Colônia de Duarte, 15, Fernandes - SC",NAO,NAO,810.459.267-01
1667,56.63,Evelyn da Cunha,1946-03-12,79.0,SOLTEIRO,Instrumentista musical,2259.27,,,,,,,208,lais19@example.net,+55 (021) 1523-0570,"Lagoa de Sá, 8, Almeida - CE",SIM,SIM,821.397.506-59
1668,907.53,,,,,,,Nunes Ltda.,2010701.77,75.14905999999999,435.0,INDUSTRIA,Eduardo Carvalho,153,da-pazjoana@example.org,+55 (071) 8818-4628,"Praça Lavínia Sales, 64, Peixoto - MG",NAO,SIM,20.478.635/0001-06
1669,90.94,,,,,,,Mendes Vargas - EI,273006.55,84.63309,93.0,VAREJO,"Alexandre Fogaça, Henry Gabriel Dias",435,maria-alice78@example.com,0300 620 9915,"Viela de da Conceição, 68, Nogueira do Norte - ES",SIM,SIM,30.789.451/0001-10
1670,293.17,Valentina Dias,1954-01-16,71.0,DIVORCIADO,Cirurgião bucal,8397.07,,,,,,,734,asales@example.net,71 1537-6373,"Lagoa de Souza, 55, Santos de Moura - AM",SIM,SIM,823.914.765-82
1671,3351.17,Cecilia Santos,1986-06-18,39.0,DIVORCIADO,Aeronauta,751.89,,,,,,,444,joao-guilhermeribeiro@example.com,0800 495 9092,"Alameda Clarice Novais, 4, da Luz dos Dourados - MG",NAO,SIM,148.693.057-39
1672,42.74,,,,,,,Porto Ltda.,3722884.01,647.86884,188.0,SERVICOS,Oliver Peixoto,1687,isis55@example.org,31 0267-0834,"Jardim Teixeira, 47, Martins do Norte - RS",SIM,NAO,83.579.604/0001-61
1673,3691.36,,,,,,,Sousa,2838146.09,46.886309999999995,114.0,TECNOLOGIA,"Dra. Emanuelly Campos, Ísis Barbosa, José Pedro Pinto, Maria Andrade",511,imendes@example.org,+55 (011) 8708-0568,"Condomínio Moura, 47, da Luz - GO",NAO,SIM,48.079.516/0001-08
1674,45.74,Ana Carolina Correia,1950-09-14,75.0,DIVORCIADO,Ventríloquo,1088.21,,,,,,,263,da-matajulia@example.net,31 6425 6322,"Jardim Lorena Santos, 51, Ribeiro de Brito - AP",SIM,SIM,378.160.594-93
1675,12.74,José Lopes,1949-04-10,76.0,SOLTEIRO,Manobrista,3520.74,,,,,,,1931,vitor-hugo11@example.org,+55 21 1114-7373,"Jardim de Almeida, 636, Farias - AP",NAO,NAO,895.234.160-06
1676,121.51,Sofia Moreira,1975-06-10,50.0,VIUVO,Infectologista,1266.24,,,,,,,1879,da-rochajoao@example.net,81 2226-4903,"Colônia Pimenta, 79, Viana de Jesus - CE",NAO,NAO,012.584.937-05
1677,126.28,Maria Eduarda Oliveira,1995-05-16,30.0,CASADO,Selecionador de pessoal,3101.97,,,,,,,580,otto52@example.com,(051) 2872 5573,"Vereda Luna Mendonça, 67, Castro Alegre - PI",NAO,NAO,783.149.260-78
1678,969.5,,,,,,,Santos,4638932.63,26.11837,185.0,AGRONEGOCIO,"Gael Pinto, Bento Cardoso, Dr. Dom Fernandes",711,maria-helenasilva@example.org,(011) 2082-0853,"Estação Silveira, 19, Albuquerque - AL",SIM,NAO,64.127.359/0001-07
1679,9.07,Srta. Melissa Costela,1993-09-18,31.0,VIUVO,Guarda roupeiro,13354.05,,,,,,,81,pda-rosa@example.org,0900-142-2817,"Vereda Lívia da Rosa, 2, Nunes do Oeste - GO",NAO,SIM,641.975.820-30
1680,761.98,Yago Cardoso,1956-04-22,69.0,VIUVO,Paramédico,12783.31,,,,,,,1035,novaiseduarda@example.com,+55 (081) 1614 2263,"Chácara de Santos, 493, da Mota - SC",NAO,NAO,719.086.534-93
1681,517.94,,,,,,,da Mota Ltda.,959077.02,845.35406,223.0,VAREJO,"Bruna Alves, Diogo Pereira, Sra. Maria Novais",422,maria-cecilia42@example.net,+55 61 8103-4360,"Colônia Eloá da Conceição, 29, Duarte - DF",NAO,SIM,05.713.289/0001-00
1682,135.9,,,,,,,Martins,4914378.11,22.57421,54.0,SERVICOS,"Leandro Rezende, Sr. João Pedro Lopes, Dr. Lucca Gomes",1272,luana95@example.net,+55 84 8172 3830,"Alameda da Conceição, 52, da Rocha - MS",SIM,NAO,47.256.180/0001-30
1683,6778.96,Bento Leão,1971-05-09,54.0,SOLTEIRO,Coach,3289.7,,,,,,,1737,vborges@example.com,(071) 8295-7746,"Vila de Moura, 62, Ribeiro - MA",SIM,SIM,934.127.850-32
1684,4395.59,Srta. Alana Sampaio,1979-05-30,46.0,DIVORCIADO,Serventuário,3616.1,,,,,,,1541,maria-luiza81@example.org,(031) 4880 9077,"Ladeira Gomes, 799, Cavalcante - RR",SIM,NAO,748.160.593-93
1685,36.12,Dr. André Almeida,1971-06-01,54.0,DIVORCIADO,Inspetor,6980.97,,,,,,,85,maya87@example.org,+55 84 7482-0681,"Rua de Pereira, Mendonça - MA",NAO,NAO,391.806.245-70
1686,796.17,Nicole da Luz,1972-04-23,53.0,VIUVO,Profissional de logística,4653.62,,,,,,,1617,vicentepinto@example.org,+55 61 8482 2784,"Recanto de Sampaio, 32, Cirino da Praia - RS",SIM,NAO,740.958.163-84
1687,5.08,,,,,,,Peixoto,1174194.78,172.82354999999998,197.0,AGRONEGOCIO,Vinicius da Rosa,1624,carvalhobarbara@example.org,+55 21 2967 8788,"Via Mendonça, 34, Pastor da Serra - RR",SIM,SIM,80.964.532/0001-88
1688,101.15,,,,,,,Farias Carvalho e Filhos,1721415.26,59.5445,256.0,TECNOLOGIA,"Eloah Alves, Otto Marques",907,matteoabreu@example.com,(031) 1461 4001,"Parque Fernando Viana, 55, Lima dos Dourados - MA",NAO,SIM,56.910.348/0001-70
1689,454.41,Anthony Gabriel Barros,1951-09-19,74.0,SOLTEIRO,Entalhador,642.84,,,,,,,760,ana-clara17@example.org,+55 71 9321-4835,"Recanto de da Conceição, Abreu da Mata - MT",SIM,NAO,231.805.769-95
1690,290.25,Ana Cecília Jesus,2003-08-03,22.0,DIVORCIADO,Regente,3329.6,,,,,,,921,gomesryan@example.org,(081) 0742 6350,"Núcleo da Conceição, 8, Carvalho - PR",NAO,SIM,867.051.249-11
1691,60.78,Dra. Melissa da Cunha,1965-10-04,59.0,VIUVO,Marinheiro,1967.15,,,,,,,1077,salesemanuelly@example.com,41 1433-1042,"Viaduto Theodoro Novais, 75, Monteiro Paulista - AP",NAO,NAO,601.758.924-58
1692,662.47,,,,,,,Pacheco Ltda.,3548093.99,18.85536,256.0,SERVICOS,Dra. Maria Liz Pimenta,742,livia53@example.com,(011) 0340-0254,"Quadra de Siqueira, 55, Silva do Campo - PI",SIM,NAO,27.350.146/0001-13
1693,5.44,Julia Barros,1967-08-03,58.0,SOLTEIRO,Tecnólogo em processos químicos,4346.75,,,,,,,1241,dsilveira@example.net,+55 21 6640-6852,"Jardim Enzo Gabriel Lopes, 2, Novaes - TO",NAO,NAO,140.796.258-20
1694,47.85,,,,,,,Azevedo e Filhos,524464.77,312.34916999999996,190.0,TECNOLOGIA,Ester Vasconcelos,1620,mcampos@example.com,+55 (071) 1694 5236,"Estação Pires, 92, Campos de Araújo - SE",NAO,SIM,65.479.102/0001-87
1695,50.29,Sr. Henrique Cavalcanti,1989-05-05,36.0,DIVORCIADO,Mecânico de vôo,686.43,,,,,,,938,anogueira@example.com,0300 459 5583,"Sítio Cauã Melo, Câmara - RN",SIM,SIM,841.972.530-79
1696,20.41,Isabelly Rios,1958-05-26,67.0,DIVORCIADO,Tapeceiro,829.89,,,,,,,1350,acaldeira@example.net,+55 11 2269 5824,"Estrada Moura, 4, Gomes de Goiás - MS",SIM,NAO,345.918.267-91
1697,4120.12,,,,,,,da Mota,888129.07,50.28713,222.0,INDUSTRIA,"Lorenzo Leão, Sra. Ester Pereira",1228,rhavida-rosa@example.org,71 1336 2953,"Alameda Sales, Andrade de Pimenta - RJ",SIM,NAO,94.521.830/0001-08
1698,825.02,Manuella Farias,1987-03-29,38.0,CASADO,Boxeador,2980.77,,,,,,,312,henry49@example.org,+55 (071) 0894-6837,"Conjunto de Cirino, 202, Novais de Minas - RS",SIM,NAO,581.074.329-32
1699,47.15,Emilly Barros,1951-05-09,74.0,DIVORCIADO,Físico,6638.25,,,,,,,187,freitasbenicio@example.com,+55 (041) 3749 4124,"Colônia João Lucas Cavalcanti, 28, Castro - GO",SIM,SIM,984.502.163-89
1700,93.78,,,,,,,Jesus,3472130.92,30.94116,60.0,SERVICOS,"Cauê Souza, Davi Lucas Cardoso, Bárbara Sá, Raul Caldeira",1781,albuquerquebianca@example.net,31 5428-0732,"Passarela Ana Cecília Cassiano, Freitas - BA",NAO,NAO,52.697.803/0001-40
1701,40.91,Caleb Ferreira,1948-11-22,76.0,DIVORCIADO,Jogador de vôlei,9528.21,,,,,,,1826,maria-luisa51@example.org,+55 21 2504-0159,"Morro Vasconcelos, 11, Ribeiro - SP",SIM,SIM,752.816.934-09
1702,64.87,Lunna Pastor,1974-01-17,51.0,SOLTEIRO,Artesão,7737.0,,,,,,,1426,camargogabrielly@example.com,51 6338 0817,"Viaduto de Novaes, 81, Novaes do Amparo - TO",NAO,SIM,573.261.940-25
1703,1118.51,,,,,,,da Cruz,610299.08,136.03963000000002,486.0,INDUSTRIA,Evelyn Dias,1913,brayan53@example.net,+55 31 8106-5566,"Aeroporto de Caldeira, 18, Machado - RJ",SIM,SIM,42.138.075/0001-83
1704,23.72,,,,,,,Sá,3994092.49,410.32203000000004,399.0,TECNOLOGIA,Isabel Marques,1952,xpimenta@example.com,+55 84 5449-0197,"Via de Leão, 384, Cunha da Prata - PA",SIM,SIM,57.429.613/0001-66
1705,66.21,,,,,,,Novais Azevedo e Filhos,3594699.95,185.53534,207.0,VAREJO,"Théo Novais, Erick Fernandes, Dra. Luara Ribeiro, Bento da Rocha",748,qrocha@example.org,(031) 1766 9559,"Quadra Dias, 62, Novais - CE",NAO,SIM,78.025.193/0001-22
1706,379.55,Fernando Pereira,1994-10-15,30.0,SOLTEIRO,Músico,923.86,,,,,,,1511,borgesmelina@example.net,0900-892-6305,"Sítio Alexandre Andrade, 6, Brito do Galho - MA",NAO,NAO,574.093.612-80
1707,18.5,,,,,,,Dias Macedo e Filhos,3756103.79,196.92684,360.0,SERVICOS,Bruna Fogaça,272,marcelaaraujo@example.net,+55 (081) 7450-8365,"Lago Oliver Monteiro, 40, Sales - RR",SIM,NAO,90.841.673/0001-67
1708,161.05,João Felipe das Neves,1964-09-28,60.0,VIUVO,Caixa,6120.89,,,,,,,1106,isadora30@example.org,+55 (071) 2143-9266,"Estrada Raul Marques, 84, Brito - AC",SIM,SIM,045.736.891-84
1709,913.93,,,,,,,Duarte,241164.54,3.65197,263.0,SERVICOS,Evelyn Moreira,464,svasconcelos@example.org,+55 41 9347-6871,"Colônia Elisa Macedo, 7, Monteiro - RR",NAO,NAO,78.540.923/0001-23
1710,351.93,Laís Santos,1950-01-19,75.0,DIVORCIADO,Atleta de tiro com arco,1750.62,,,,,,,269,gomesalana@example.net,0800 874 7464,"Estrada Almeida, Sá de Minas - ES",SIM,NAO,708.491.532-04
1711,487.11,,,,,,,Novais,793716.05,38.80143,148.0,AGRONEGOCIO,João Vitor Vargas,1526,maitenunes@example.com,(021) 4516 0932,"Largo de Andrade, 9, Araújo do Sul - AP",SIM,NAO,49.076.583/0001-23
1712,1047.04,Srta. Lavínia Souza,1996-11-03,28.0,SOLTEIRO,Luthier,2822.68,,,,,,,1176,carvalhovinicius@example.org,+55 81 6556-2721,"Núcleo Silva, 84, Azevedo - AC",NAO,SIM,712.094.835-05
1713,7928.54,Joaquim Ribeiro,1997-09-04,28.0,DIVORCIADO,Subprefeito,1137.17,,,,,,,598,sporto@example.org,+55 (031) 2009 7520,"Vereda de Fonseca, 12, Machado - PE",SIM,SIM,738.152.064-80
1714,57.57,,,,,,,Aragão da Paz - ME,3565675.66,50.89982,15.0,SERVICOS,Sophie Rios,976,da-cruzvitor-gabriel@example.net,+55 (021) 4091-7046,"Vale Marcos Vinicius Costela, 55, Vasconcelos do Amparo - DF",SIM,NAO,23.648.795/0001-44
1715,31.52,Natália Peixoto,1964-06-25,61.0,DIVORCIADO,Ator,2080.84,,,,,,,598,mendesisaque@example.org,+55 (051) 9024 5402,"Estrada de da Mota, Cavalcante - SC",NAO,NAO,018.534.697-93
1716,36.73,,,,,,,Ferreira,2924856.76,47.78819,251.0,VAREJO,Isabelly da Conceição,1224,yanvargas@example.net,41 5434-9559,"Trevo de Novais, 35, Brito - CE",NAO,SIM,78.056.413/0001-85
1717,515.22,Dr. Asafe Sá,1952-11-18,72.0,CASADO,Conferente de expedição,3987.49,,,,,,,109,pietro58@example.org,(011) 2175 8349,"Núcleo de Castro, 43, Melo de Teixeira - AP",NAO,SIM,943.528.067-65
1718,74.54,,,,,,,Fogaça Santos S.A.,2272662.02,13.43525,418.0,INDUSTRIA,"Alice Aragão, Juan Barros",195,bruno33@example.com,(061) 3187 5028,"Estrada Azevedo, 7, Costela - AP",NAO,SIM,28.479.031/0001-96
1719,240.18,Davi Luiz Farias,1952-09-06,73.0,VIUVO,Ator,1585.01,,,,,,,67,hadassa20@example.com,+55 41 1941-1931,"Praça Gabrielly Fernandes, 43, Mendes - SP",SIM,NAO,780.439.162-50
1720,696.45,Levi Silveira,1966-05-05,59.0,VIUVO,Assistente social,1141.86,,,,,,,1889,siqueiraanthony-gabriel@example.net,81 2754 6309,"Lago Nogueira, 62, Nogueira - GO",SIM,NAO,452.376.109-43
1721,2318.77,,,,,,,Rodrigues e Filhos,1132744.9,45.24808,434.0,TECNOLOGIA,"Bento Sousa, Valentim Machado",1472,lorenzoda-cunha@example.com,71 8524 9338,"Sítio de Aragão, 15, Sampaio - MG",NAO,SIM,01.596.274/0001-58
1722,709.66,,,,,,,Novais - EI,591551.77,592.3728199999999,69.0,TECNOLOGIA,"Heloísa da Rosa, José Pedro Jesus, Sara Farias",372,laviniavieira@example.net,+55 41 3696 8902,"Estrada Mariana Dias, 140, Azevedo de Souza - AP",SIM,SIM,32.107.894/0001-00
1723,481.08,,,,,,,Pires Marques - EI,980063.33,19.30641,142.0,INDUSTRIA,Letícia Campos,955,salesluara@example.org,(041) 5758 3114,"Colônia de Gonçalves, 958, Freitas Alegre - AM",SIM,NAO,03.962.517/0001-50
1724,39.48,,,,,,,Araújo e Filhos,1876792.28,2051.89426,353.0,SERVICOS,"Valentim Lima, Esther Gomes, Liz das Neves, Dra. Marcela Pastor",603,hellena12@example.org,(041) 3654 5785,"Distrito Nicole Sales, da Cunha - MS",SIM,SIM,89.647.053/0001-02
1725,337.89,Léo Aparecida,2004-11-18,20.0,CASADO,Inspetor,4223.76,,,,,,,1889,kalmeida@example.net,+55 (071) 9877-0160,"Travessa Joana Mendonça, da Rocha - RJ",NAO,NAO,428.137.590-23
1726,46.42,,,,,,,Guerra - ME,2233732.53,48.83978,111.0,INDUSTRIA,"Nicolas Teixeira, Mathias Costa",831,camiladias@example.org,(041) 5342-5903,"Núcleo de Freitas, 33, da Rocha - TO",NAO,SIM,23.679.408/0001-37
1727,2896.51,,,,,,,Albuquerque - ME,2462449.57,261.40929,458.0,SERVICOS,"Maria Helena Freitas, Jade Andrade",1630,gcarvalho@example.org,(051) 8644 4079,"Feira Rezende, 47, Costa - CE",SIM,SIM,01.726.839/0001-74
1728,36.43,Sra. Sophie Cunha,1965-05-12,60.0,SOLTEIRO,Datilógrafo,3867.68,,,,,,,970,icavalcante@example.net,+55 11 8363 4952,"Vale Valentina Sá, 64, Novaes - MT",SIM,SIM,465.921.380-33
1729,13.76,,,,,,,Mendes Aragão S.A.,1573157.04,164.38948000000002,129.0,AGRONEGOCIO,"Gael Henrique Nascimento, Sr. Felipe Leão",1226,antonio04@example.org,+55 41 1902-8978,"Esplanada de Andrade, da Costa - MA",SIM,SIM,98.563.702/0001-88
1730,961.39,Melissa Pacheco,1945-11-30,79.0,DIVORCIADO,Açougueiro,4123.24,,,,,,,1637,correiajoao-miguel@example.net,71 8962 4174,"Lagoa de Duarte, 7, Mendonça - MA",NAO,SIM,649.513.702-80
1731,115.24,,,,,,,Garcia,1436019.58,153.85576999999998,42.0,TECNOLOGIA,"Lucas Gabriel Campos, Rodrigo Borges, Caroline Ferreira, Francisco Farias",1827,zfernandes@example.net,+55 61 1403 7506,"Condomínio Erick Barbosa, 12, Leão das Flores - AM",NAO,SIM,68.302.571/0001-14
1732,26.86,Asafe Camargo,1991-06-08,34.0,DIVORCIADO,Gravurista,3780.77,,,,,,,1773,xbarros@example.org,+55 84 8592 3620,"Viaduto Melo, 77, Câmara de Montenegro - PA",SIM,SIM,246.190.875-30
1733,76.25,,,,,,,Nunes,1096899.13,61.20977,329.0,INDUSTRIA,"Maria Laura da Conceição, Enrico Gonçalves",1177,osantos@example.org,+55 61 2305-2708,"Trecho Laura Rodrigues, 60, Caldeira - AL",NAO,SIM,53.410.927/0001-66
1734,23.32,,,,,,,Sousa,4717452.69,919.08414,185.0,VAREJO,Srta. Melissa Castro,1701,biancaaragao@example.com,+55 (031) 5263-4298,"Distrito Melissa Novaes, 71, Costa - SP",NAO,NAO,07.524.619/0001-44
1735,258.76,Sr. Juan Rezende,1983-02-12,42.0,SOLTEIRO,Engenheiro químico,4643.68,,,,,,,1158,hlima@example.net,61 3652 4099,"Passarela Bruna da Rosa, 64, Castro do Galho - PB",NAO,SIM,420.563.187-17
1736,4.99,Alana Cirino,1986-12-10,38.0,SOLTEIRO,Pecuarista,2467.94,,,,,,,267,joana07@example.org,41 8457 9468,"Jardim Bruna Dias, 22, Ribeiro - MS",NAO,SIM,825.043.179-05
1737,319.95,Sra. Clara Sá,1951-02-16,74.0,CASADO,Numerólogo,3484.79,,,,,,,34,vpereira@example.org,+55 81 4686 8187,"Praça de Nascimento, 1, Cirino da Mata - AC",SIM,NAO,673.984.201-96
1738,80.83,Eduardo Rezende,1997-07-26,28.0,SOLTEIRO,Lactarista hospitalar,156.48,,,,,,,825,davi-luizsilva@example.org,+55 (051) 8094-4608,"Recanto de da Rocha, 80, Marques - PE",SIM,NAO,178.652.340-07
1739,92.11,Luiz Otávio Araújo,1963-11-15,61.0,SOLTEIRO,Aviador,1924.67,,,,,,,293,da-rochaaurora@example.net,(041) 0235-5802,"Estrada Brenda Brito, 33, Almeida - SC",SIM,NAO,679.401.385-10
1740,3080.62,Maria Isis Cirino,1977-06-07,48.0,VIUVO,Quitandeiro,2190.24,,,,,,,1288,rodriguesluigi@example.net,0900 116 2222,"Trecho Araújo, 63, Costela - AL",SIM,SIM,701.829.365-03
1741,756.38,Renan Cassiano,1955-09-20,69.0,CASADO,Ginasta rítmica,3147.28,,,,,,,918,ipereira@example.net,51 9769 4975,"Parque Sá, 1, da Conceição do Campo - PE",SIM,SIM,573.049.612-52
1742,746.64,Alice Martins,1956-04-12,69.0,SOLTEIRO,Tecnólogo em produção moveleira,1016.37,,,,,,,861,jose12@example.com,0300-488-8204,"Viela Raul Aragão, 144, Porto da Mata - AM",NAO,NAO,419.062.758-58
1743,3039.5,,,,,,,Castro,3392780.27,84.78597,277.0,VAREJO,"Lucca Sousa, Matheus Cavalcante, Dr. Benicio da Mota",339,balbuquerque@example.net,+55 21 4077 2782,"Favela Peixoto, 84, Pastor - MA",NAO,SIM,24.308.679/0001-49
1744,887.63,Rodrigo Azevedo,1970-02-07,55.0,CASADO,Serralheiro,1538.53,,,,,,,1896,yasmin03@example.org,(084) 7799 2077,"Aeroporto Olívia Casa Grande, 76, Fogaça de Cavalcanti - RN",NAO,SIM,953.461.087-93
1745,97.29,Brayan Moraes,1981-02-17,44.0,DIVORCIADO,Fonoaudiólogo,6516.76,,,,,,,1129,qda-costa@example.net,+55 21 9667 1082,"Condomínio Melo, 929, Dias do Sul - MT",NAO,NAO,139.724.805-04
1746,446.83,,,,,,,Monteiro,2755297.86,71.89172,201.0,AGRONEGOCIO,"Dra. Lara Ribeiro, Ana Julia Borges, Anna Liz Siqueira, Mariana Aragão",1307,sophie88@example.com,+55 21 4174 8947,"Vereda Moraes, 84, Pinto de Pimenta - PE",NAO,SIM,19.403.785/0001-71
1747,73.49,Pietra Ferreira,1985-06-04,40.0,SOLTEIRO,Penhorista,14064.61,,,,,,,879,fernandocaldeira@example.com,(031) 7357-6709,"Vale Stephany Sampaio, Carvalho - AP",NAO,NAO,486.957.102-11
1748,184.86,Ryan Pacheco,1955-02-25,70.0,CASADO,Protético dentário,2588.34,,,,,,,280,alexandreporto@example.com,+55 51 4428 2123,"Aeroporto Araújo, 19, Barros das Flores - AM",SIM,SIM,259.847.136-91
1749,124.0,,,,,,,Dias,1234593.33,90.59346000000001,47.0,TECNOLOGIA,"Renan Camargo, Davi Lucas Nascimento, Leonardo Barros",1054,casa-grandesabrina@example.com,0300-395-8615,"Jardim Rafaela Garcia, 92, da Mota de Barros - RN",NAO,NAO,81.025.439/0001-70
1750,37.37,Dra. Clarice Almeida,2004-02-21,21.0,CASADO,Webmaster,579.41,,,,,,,1267,maria-fernandaduarte@example.org,+55 81 5983 9377,"Praça Duarte, 23, Souza - GO",SIM,NAO,480.173.295-04
1751,184.96,,,,,,,da Rocha,1806893.54,106.93925999999999,74.0,AGRONEGOCIO,"Ryan Fonseca, Matteo Barbosa, Eduarda Aragão",670,dalves@example.com,0900-254-1692,"Condomínio Cauê Siqueira, 455, Oliveira - RO",SIM,NAO,95.267.840/0001-21
1752,480.99,,,,,,,Moreira,2270991.8,58.23879,88.0,VAREJO,"Nathan Jesus, Enzo Gabriel Pires, Maria Fernanda Vasconcelos",594,rda-cruz@example.com,0300 805 1467,"Vereda Ana Luiza Teixeira, 41, Dias - PR",NAO,SIM,16.092.548/0001-49
